age,education,jobclass,health,health_ins,wage
41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,90.48191336
40,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
59,1. < HS Grad,2. Information,1. <=Good,1. Yes,89.16782867
46,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
38,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,70.47601965
26,3. Some College,1. Industrial,2. >=Very Good,1. Yes,93.48669204
53,2. HS Grad,2. Information,1. <=Good,1. Yes,70.47601965
46,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894637
42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,98.59934386
28,3. Some College,1. Industrial,1. <=Good,2. No,54.59815003
30,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,86.69515483
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593
46,4. College Grad,1. Industrial,1. <=Good,2. No,160.6424754
22,3. Some College,1. Industrial,1. <=Good,2. No,59.09706408
37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,92.72952791
27,3. Some College,1. Industrial,1. <=Good,1. Yes,63.188861
52,2. HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
43,2. HS Grad,1. Industrial,1. <=Good,2. No,65.11085372
52,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591
54,3. Some College,2. Information,1. <=Good,1. Yes,109.4898415
47,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894637
21,3. Some College,2. Information,2. >=Very Good,1. Yes,105.9278108
42,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751
72,5. Advanced Degree,2. Information,1. <=Good,1. Yes,189.2441629
38,2. HS Grad,2. Information,1. <=Good,1. Yes,104.9215065
53,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796373
35,3. Some College,2. Information,2. >=Very Good,2. No,81.28325328
60,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360252
39,2. HS Grad,2. Information,2. >=Very Good,1. Yes,85.38394038
45,2. HS Grad,2. Information,1. <=Good,2. No,73.77574327
61,2. HS Grad,2. Information,1. <=Good,1. Yes,106.6080215
64,2. HS Grad,2. Information,1. <=Good,1. Yes,95.23071257
39,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,70.47601965
46,3. Some College,2. Information,1. <=Good,1. Yes,105.9278108
25,3. Some College,2. Information,2. >=Very Good,2. No,56.45386498
80,3. Some College,2. Information,2. >=Very Good,1. Yes,94.07271475
51,3. Some College,1. Industrial,2. >=Very Good,1. Yes,105.9278108
58,2. HS Grad,1. Industrial,1. <=Good,1. Yes,75.04315402
52,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593
45,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,138.2991269
41,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894637
42,2. HS Grad,1. Industrial,1. <=Good,1. Yes,95.23071257
31,3. Some College,1. Industrial,1. <=Good,1. Yes,94.07271475
49,2. HS Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
47,2. HS Grad,1. Industrial,1. <=Good,1. Yes,90.48191336
39,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
53,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
37,2. HS Grad,1. Industrial,1. <=Good,1. Yes,85.38394038
52,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,191.5736835
41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,101.8243521
39,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
63,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,171.7651326
23,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.45442826
62,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,272.2947832
29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,102.8702469
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754
34,4. College Grad,2. Information,2. >=Very Good,2. No,123.0896998
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,91.69922611
25,4. College Grad,2. Information,2. >=Very Good,1. Yes,85.38394038
64,2. HS Grad,2. Information,1. <=Good,1. Yes,109.8339856
49,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.4757133
46,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,84.31576886
30,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,114.4757133
33,3. Some College,1. Industrial,1. <=Good,2. No,57.35259108
29,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
32,2. HS Grad,2. Information,2. >=Very Good,1. Yes,125.5254984
54,2. HS Grad,2. Information,1. <=Good,1. Yes,108.8745258
40,2. HS Grad,1. Industrial,1. <=Good,1. Yes,65.11085372
24,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
30,1. < HS Grad,1. Industrial,1. <=Good,2. No,70.81503862
49,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,145.1436012
47,2. HS Grad,1. Industrial,1. <=Good,1. Yes,101.8243521
25,2. HS Grad,1. Industrial,2. >=Very Good,2. No,84.04595765
44,3. Some College,1. Industrial,2. >=Very Good,1. Yes,134.7053751
41,1. < HS Grad,2. Information,1. <=Good,1. Yes,97.49329405
54,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,154.685293
59,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,200.5432623
25,2. HS Grad,1. Industrial,2. >=Very Good,2. No,59.73422334
63,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,91.69922611
49,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856
35,3. Some College,2. Information,2. >=Very Good,1. Yes,114.4757133
24,2. HS Grad,1. Industrial,1. <=Good,2. No,66.22940829
66,2. HS Grad,1. Industrial,1. <=Good,1. Yes,92.89584479
57,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593
44,4. College Grad,1. Industrial,1. <=Good,1. Yes,132.4878211
56,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
34,2. HS Grad,2. Information,1. <=Good,2. No,99.6894637
23,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,40.40566526
30,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.2991269
38,3. Some College,1. Industrial,2. >=Very Good,2. No,102.8702469
43,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,79.85490031
58,3. Some College,2. Information,1. <=Good,1. Yes,111.7208494
36,2. HS Grad,1. Industrial,2. >=Very Good,2. No,62.19867943
48,2. HS Grad,2. Information,1. <=Good,1. Yes,70.47601965
35,2. HS Grad,2. Information,2. >=Very Good,1. Yes,86.04280113
22,2. HS Grad,2. Information,2. >=Very Good,2. No,99.6894637
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,113.5670896
58,1. < HS Grad,1. Industrial,1. <=Good,2. No,100.7642728
20,2. HS Grad,2. Information,2. >=Very Good,2. No,61.18752643
44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,113.6127457
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751
55,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9235317
39,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
32,4. College Grad,2. Information,2. >=Very Good,1. Yes,276.7784133
50,4. College Grad,2. Information,2. >=Very Good,2. No,148.4131591
24,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,148.4131591
53,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856
35,2. HS Grad,2. Information,1. <=Good,2. No,81.28325328
25,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,79.85490031
24,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
57,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591
43,1. < HS Grad,2. Information,1. <=Good,1. Yes,65.11085372
33,3. Some College,2. Information,2. >=Very Good,1. Yes,88.29869947
40,3. Some College,2. Information,2. >=Very Good,1. Yes,91.69922611
39,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327
32,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,70.47601965
48,4. College Grad,2. Information,2. >=Very Good,1. Yes,128.6804882
29,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,94.07271475
35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,98.59934386
41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,133.2323508
52,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751
50,2. HS Grad,1. Industrial,1. <=Good,2. No,91.69922611
35,4. College Grad,2. Information,2. >=Very Good,2. No,160.6354986
27,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894637
57,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,114.4757133
48,3. Some College,2. Information,2. >=Very Good,2. No,97.49329405
41,3. Some College,2. Information,1. <=Good,1. Yes,98.04835051
59,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,104.9215065
55,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
54,2. HS Grad,2. Information,1. <=Good,1. Yes,133.2323508
34,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.8843593
43,2. HS Grad,2. Information,1. <=Good,1. Yes,73.77574327
43,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
62,1. < HS Grad,1. Industrial,1. <=Good,2. No,62.03030461
45,2. HS Grad,2. Information,2. >=Very Good,2. No,97.49329405
40,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,145.8051634
33,2. HS Grad,2. Information,2. >=Very Good,1. Yes,82.6796373
45,5. Advanced Degree,2. Information,1. <=Good,1. Yes,148.4131591
21,3. Some College,1. Industrial,2. >=Very Good,2. No,49.55533812
54,1. < HS Grad,1. Industrial,1. <=Good,2. No,73.77574327
43,4. College Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
54,4. College Grad,1. Industrial,1. <=Good,1. Yes,127.1157438
35,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
23,3. Some College,1. Industrial,2. >=Very Good,1. Yes,61.59458318
61,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,111.4404696
51,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,138.2991269
43,3. Some College,1. Industrial,2. >=Very Good,1. Yes,127.1157438
20,2. HS Grad,1. Industrial,2. >=Very Good,2. No,75.35567932
51,3. Some College,1. Industrial,2. >=Very Good,1. Yes,139.0034081
65,2. HS Grad,2. Information,1. <=Good,1. Yes,118.8843593
37,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
24,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.23309573
36,2. HS Grad,1. Industrial,1. <=Good,1. Yes,73.29308207
45,3. Some College,2. Information,2. >=Very Good,2. No,130.9821774
33,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.7784133
36,2. HS Grad,1. Industrial,1. <=Good,2. No,86.91032774
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
45,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
51,2. HS Grad,1. Industrial,2. >=Very Good,2. No,104.9215065
33,3. Some College,2. Information,2. >=Very Good,1. Yes,136.8763676
47,3. Some College,1. Industrial,1. <=Good,1. Yes,84.04595765
37,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,196.1252726
41,3. Some College,2. Information,1. <=Good,1. Yes,121.4303138
23,2. HS Grad,2. Information,2. >=Very Good,2. No,96.3977959
57,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,128.6804882
61,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
47,3. Some College,1. Industrial,2. >=Very Good,1. Yes,85.38394038
29,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
37,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
57,2. HS Grad,1. Industrial,1. <=Good,1. Yes,148.4131591
39,5. Advanced Degree,2. Information,1. <=Good,2. No,81.28325328
59,4. College Grad,2. Information,2. >=Very Good,1. Yes,145.8051634
31,4. College Grad,2. Information,2. >=Very Good,1. Yes,149.0558956
26,2. HS Grad,1. Industrial,1. <=Good,2. No,97.49329405
51,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.0197533
38,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6894637
51,4. College Grad,2. Information,1. <=Good,2. No,118.8843593
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,79.85490031
32,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.8843593
38,4. College Grad,2. Information,2. >=Very Good,1. Yes,160.6424754
49,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,176.9896505
40,3. Some College,2. Information,2. >=Very Good,1. Yes,73.77574327
60,5. Advanced Degree,2. Information,1. <=Good,1. Yes,154.685293
30,4. College Grad,2. Information,2. >=Very Good,1. Yes,101.8243521
41,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.9821774
32,3. Some College,2. Information,1. <=Good,1. Yes,114.4757133
26,4. College Grad,2. Information,2. >=Very Good,1. Yes,105.9278108
41,3. Some College,1. Industrial,1. <=Good,1. Yes,81.28325328
53,2. HS Grad,1. Industrial,1. <=Good,1. Yes,134.7053751
35,3. Some College,2. Information,2. >=Very Good,2. No,97.49329405
50,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
43,4. College Grad,2. Information,2. >=Very Good,1. Yes,171.7651326
50,2. HS Grad,2. Information,1. <=Good,1. Yes,67.82678713
19,2. HS Grad,2. Information,1. <=Good,2. No,73.77574327
42,2. HS Grad,1. Industrial,2. >=Very Good,2. No,91.69922611
53,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,66.96164432
22,3. Some College,2. Information,1. <=Good,2. No,95.23071257
49,2. HS Grad,1. Industrial,1. <=Good,1. Yes,98.59934386
33,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
31,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
43,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,90.48191336
57,5. Advanced Degree,2. Information,2. >=Very Good,2. No,109.8339856
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,84.52946902
46,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,101.8243521
58,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
50,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
38,3. Some College,2. Information,2. >=Very Good,1. Yes,99.6894637
33,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,101.4020523
52,3. Some College,2. Information,2. >=Very Good,1. Yes,149.0558956
48,1. < HS Grad,1. Industrial,1. <=Good,2. No,73.77574327
53,5. Advanced Degree,2. Information,2. >=Very Good,2. No,160.6424754
37,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
43,2. HS Grad,1. Industrial,2. >=Very Good,2. No,119.4052043
54,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.9039239
41,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,154.8683672
57,4. College Grad,1. Industrial,1. <=Good,2. No,75.35567932
54,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.5395025
25,2. HS Grad,1. Industrial,1. <=Good,1. Yes,76.89360252
35,1. < HS Grad,2. Information,2. >=Very Good,2. No,62.19867943
29,3. Some College,1. Industrial,2. >=Very Good,1. Yes,182.020621
36,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,267.9010869
43,4. College Grad,1. Industrial,1. <=Good,1. Yes,141.7751723
41,4. College Grad,2. Information,2. >=Very Good,1. Yes,186.8766776
52,4. College Grad,1. Industrial,2. >=Very Good,2. No,72.15045568
48,2. HS Grad,1. Industrial,1. <=Good,2. No,49.55533812
51,2. HS Grad,2. Information,2. >=Very Good,2. No,81.28325328
55,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
37,5. Advanced Degree,2. Information,2. >=Very Good,2. No,97.49329405
48,3. Some College,1. Industrial,2. >=Very Good,1. Yes,111.7208494
42,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,101.8243521
43,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
32,2. HS Grad,1. Industrial,1. <=Good,2. No,87.98103279
33,4. College Grad,1. Industrial,1. <=Good,1. Yes,84.04595765
48,2. HS Grad,1. Industrial,2. >=Very Good,2. No,78.3924668
20,3. Some College,2. Information,2. >=Very Good,2. No,46.36650274
43,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,132.8607653
58,2. HS Grad,2. Information,1. <=Good,1. Yes,61.59458318
38,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894637
23,2. HS Grad,2. Information,2. >=Very Good,2. No,66.22940829
54,2. HS Grad,1. Industrial,1. <=Good,1. Yes,108.8745258
66,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,99.6894637
47,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,152.838801
35,3. Some College,2. Information,1. <=Good,2. No,76.89360252
39,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,143.1349408
35,3. Some College,2. Information,2. >=Very Good,1. Yes,125.2042866
40,3. Some College,1. Industrial,2. >=Very Good,1. Yes,75.61069586
41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896505
50,2. HS Grad,1. Industrial,1. <=Good,2. No,59.09706408
35,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
43,3. Some College,1. Industrial,1. <=Good,2. No,95.23071257
26,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065
23,2. HS Grad,2. Information,2. >=Very Good,2. No,49.55533812
61,5. Advanced Degree,2. Information,2. >=Very Good,2. No,130.9821774
24,4. College Grad,2. Information,1. <=Good,1. Yes,43.73511168
66,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
50,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856
22,2. HS Grad,2. Information,1. <=Good,2. No,75.04315402
62,2. HS Grad,2. Information,1. <=Good,1. Yes,91.69922611
55,4. College Grad,2. Information,2. >=Very Good,1. Yes,105.9278108
41,4. College Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
54,4. College Grad,2. Information,2. >=Very Good,1. Yes,170.1568344
29,4. College Grad,1. Industrial,2. >=Very Good,2. No,138.2991269
39,2. HS Grad,1. Industrial,1. <=Good,1. Yes,101.8243521
71,4. College Grad,2. Information,1. <=Good,2. No,87.98103279
22,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,78.3924668
48,4. College Grad,2. Information,2. >=Very Good,2. No,123.0896998
35,3. Some College,1. Industrial,1. <=Good,1. Yes,116.2653241
46,4. College Grad,1. Industrial,1. <=Good,2. No,90.48191336
51,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
55,2. HS Grad,2. Information,1. <=Good,1. Yes,104.9215065
36,2. HS Grad,2. Information,2. >=Very Good,1. Yes,118.8843593
57,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
21,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723
60,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,128.6804882
41,3. Some College,1. Industrial,1. <=Good,2. No,73.77574327
56,4. College Grad,2. Information,1. <=Good,1. Yes,139.3538118
32,4. College Grad,2. Information,2. >=Very Good,1. Yes,94.07271475
32,2. HS Grad,1. Industrial,1. <=Good,1. Yes,73.77574327
36,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.9039239
28,2. HS Grad,1. Industrial,1. <=Good,2. No,64.54207487
60,5. Advanced Degree,2. Information,1. <=Good,2. No,138.2991269
41,3. Some College,2. Information,2. >=Very Good,1. Yes,89.24288466
55,3. Some College,1. Industrial,1. <=Good,1. Yes,99.6894637
36,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856
46,3. Some College,2. Information,2. >=Very Good,1. Yes,90.48191336
62,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.49247952
44,2. HS Grad,1. Industrial,2. >=Very Good,2. No,102.7662809
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
41,2. HS Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
22,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
51,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,129.9836348
57,1. < HS Grad,2. Information,1. <=Good,1. Yes,110.7826503
55,2. HS Grad,2. Information,1. <=Good,1. Yes,114.4757133
36,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.7784133
38,3. Some College,2. Information,1. <=Good,2. No,23.95294448
27,3. Some College,2. Information,2. >=Very Good,2. No,103.9024706
32,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593
44,1. < HS Grad,1. Industrial,1. <=Good,2. No,71.68674367
56,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,276.7784133
38,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723
36,1. < HS Grad,1. Industrial,1. <=Good,2. No,99.6894637
28,3. Some College,1. Industrial,2. >=Very Good,1. Yes,108.8745258
39,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.85490031
42,2. HS Grad,2. Information,2. >=Very Good,2. No,78.98460618
51,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,82.6796373
55,2. HS Grad,2. Information,1. <=Good,1. Yes,89.49247952
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.9821774
42,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,109.7060518
33,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,117.1468169
23,2. HS Grad,2. Information,1. <=Good,1. Yes,73.77574327
40,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
40,3. Some College,1. Industrial,1. <=Good,2. No,80.85819596
51,3. Some College,1. Industrial,1. <=Good,1. Yes,107.9039239
76,4. College Grad,1. Industrial,1. <=Good,1. Yes,76.89360252
57,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,87.98103279
27,3. Some College,1. Industrial,2. >=Very Good,1. Yes,95.23071257
26,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,84.04595765
25,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894637
27,3. Some College,1. Industrial,2. >=Very Good,1. Yes,101.4020523
33,3. Some College,2. Information,1. <=Good,1. Yes,87.98103279
51,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
22,4. College Grad,2. Information,2. >=Very Good,1. Yes,94.07271475
47,2. HS Grad,1. Industrial,1. <=Good,1. Yes,128.1996369
34,3. Some College,2. Information,2. >=Very Good,1. Yes,136.5176552
47,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.9039239
31,3. Some College,1. Industrial,2. >=Very Good,1. Yes,123.0896998
46,2. HS Grad,1. Industrial,1. <=Good,1. Yes,91.69922611
47,2. HS Grad,2. Information,2. >=Very Good,1. Yes,78.3924668
49,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,154.685293
40,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,136.1577108
51,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,81.28325328
31,3. Some College,1. Industrial,2. >=Very Good,1. Yes,76.28327785
58,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
48,3. Some College,1. Industrial,2. >=Very Good,2. No,87.78843622
54,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
56,5. Advanced Degree,2. Information,2. >=Very Good,2. No,154.0729972
61,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856
32,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,138.2991269
60,4. College Grad,2. Information,2. >=Very Good,2. No,164.6469889
42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,138.2991269
22,3. Some College,2. Information,2. >=Very Good,2. No,44.97829203
46,3. Some College,1. Industrial,2. >=Very Good,1. Yes,106.7239776
53,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
43,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.35567932
30,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723
50,5. Advanced Degree,2. Information,1. <=Good,1. Yes,109.8339856
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.7994802
55,1. < HS Grad,2. Information,2. >=Very Good,2. No,79.85490031
42,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412
35,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.35567932
33,4. College Grad,2. Information,2. >=Very Good,1. Yes,100.0867423
33,3. Some College,2. Information,1. <=Good,1. Yes,102.8702469
38,2. HS Grad,2. Information,2. >=Very Good,1. Yes,118.7120941
41,2. HS Grad,2. Information,2. >=Very Good,1. Yes,117.1468169
42,5. Advanced Degree,2. Information,2. >=Very Good,2. No,123.5000178
58,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
45,2. HS Grad,1. Industrial,1. <=Good,2. No,76.89360252
47,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856
30,2. HS Grad,2. Information,2. >=Very Good,1. Yes,105.9278108
34,4. College Grad,2. Information,2. >=Very Good,1. Yes,160.6424754
43,5. Advanced Degree,2. Information,2. >=Very Good,2. No,149.6950421
58,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
44,3. Some College,1. Industrial,1. <=Good,2. No,104.9235317
28,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,61.18752643
46,3. Some College,2. Information,2. >=Very Good,1. Yes,105.9278108
36,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.9039239
37,2. HS Grad,2. Information,2. >=Very Good,1. Yes,70.81503862
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,160.6424754
56,3. Some College,2. Information,2. >=Very Good,2. No,99.6894637
38,3. Some College,2. Information,2. >=Very Good,1. Yes,111.7208494
41,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.35567932
62,3. Some College,2. Information,1. <=Good,1. Yes,94.07271475
40,3. Some College,2. Information,2. >=Very Good,1. Yes,87.98103279
44,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,123.0896998
56,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
51,3. Some College,1. Industrial,2. >=Very Good,2. No,76.89360252
41,3. Some College,1. Industrial,2. >=Very Good,2. No,86.69515483
52,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896505
27,3. Some College,2. Information,2. >=Very Good,1. Yes,100.7642728
52,4. College Grad,1. Industrial,1. <=Good,1. Yes,114.4757133
51,2. HS Grad,1. Industrial,1. <=Good,2. No,67.17929148
51,2. HS Grad,1. Industrial,1. <=Good,1. Yes,79.85490031
28,4. College Grad,2. Information,2. >=Very Good,1. Yes,90.48191336
49,2. HS Grad,2. Information,2. >=Very Good,2. No,57.97094218
61,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,114.4757133
39,2. HS Grad,2. Information,1. <=Good,1. Yes,99.6894637
23,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,89.49247952
